5822,7733,7734,7735,7736,7737,7738,7739,7740,7741,229,5732,5733,5734,5735,5736,5737,5738,5739,2490,5777,5778,5779,5780,5781,5782,5783,5784,5785,5786,5787,5788,5789,5790,5791,22626,22627,22628,22629,31532,1247,22632,5795,5796,5797,5798,5760,30155,30156,30157,30158,30159,23662,23663,23661,23288,5740,5741,5742,5743,5744,5745,5746,5747,5748,5749,5750,5751,5752,5753,5754,5755,5756,5757,5758,5759,10736,10737,10738,22741,29421,31213,730,31212,31211,2423,2422,2421,2420,2419,2418,2417,2416,2415,2414,2413,2412,2411,16832,16833,16834,16835,16836,16837,16838,16839,16840,4280,16819,16820,16821,16822,16823,16824,16825,16826,16827,16828,16829,16830,16831,16761,16762,16763,16764,16765,16766,16767,16768,16769,16770,16771,16772,16773,16774,11
6488,7730,7731,404,7726,7727,7728,7729,215,5805,5806,5807,5808,5809,5810,5811,5812,5813,5814,5815,5816,5817,5818,5819,5820,5821,6419,6420,6421,6422,6423,6424,6425,6426,6427,6428,5844,5843,5842,1606,21566,989,27947,27946,27945,27944,461,6486,6485,6484,6483,6482,6481,6480,6479,6478,6477,6476,6475,6474,6473,6472,6471,6470,6469,6468,6467,6466,1591,6465,6464,6463,6462,6461,6460,6459,6458,6457,6456,6455,6454,10
27829,27830,27831,27832,27833,27834,27835,27836,27837,27838,22406,22407,22408,22409,6446,6447,6448,6449,6450,6451,6452,6453,6454,9
27829,27830,27831,27832,27833,27834,27835,27836,27837,27838,22406,22405,22404,22403,22402,547,9559,9558,9557,9556,9555,9554,9553,9552,31378,31377,31376,27839,31375,31374,31373,940,31372,31371,31370,31369,16612,312,22625,22624,14163,14162,22668,6506,14161,14160,11731,11730,11729,11728,11245,11246,11247,11248,11249,11250,11251,11252,8
23853,23852,23851,23786,23785,23784,23783,23782,23781,23780,7116,11254,11253,11252,7
23853,23852,23851,23786,23785,23784,23783,23782,23781,23780,7116,7115,7114,7113,7112,7111,1260,7110,7109,7108,7107,329,328,327,326,325,324,323,322,321,320,319,6
6525,6526,6527,6528,15222,15223,11734,11735,11736,313,314,315,316,317,318,319,5
6525,6526,6527,6528,15222,15223,11734,11735,11736,313,15209,15210,15211,15212,15213,15214,15215,15216,11246,11247,11248,11249,11250,11251,23882,23883,23884,23885,23886,23887,23888,23889,23890,23891,23892,23893,23894,23895,23896,23897,23898,23818,23899,11413,4
24035,24036,23819,24037,24038,24039,24040,24041,24042,24043,24044,24045,24046,11413,3
24035,24036,23819,24037,24038,24039,24040,24041,24042,24043,24044,24045,24046,11413,23899,23818,23898,23897,23896,23895,23894,23893,23892,23891,23890,23889,23888,23887,23886,23885,23884,23883,23882,11251,11250,11249,11248,11247,11246,11245,11728,11729,11730,11731,14160,14161,6506,22668,14162,14163,22624,22625,312,16612,31369,31370,31371,31372,940,31373,31374,31375,27839,31376,31377,31378,9552,9553,9554,9555,9556,9557,9558,9559,547,22402,22403,22404,22405,22406,22407,22408,22409,6446,27769,27770,27771,27772,27773,27898,513,548,27987,27988,27989,27990,18521,18522,18519,18523,27986,27984,27985,27983,27982,15597,15596,15595,15618,15617,15616,15615,15614,15613,15612,21244,15611,15610,15609,15608,15607,15606,15605,15604,15603,15602,15565,15564,2684,12234,12233,2
12234,2684,15564,15565,15602,15603,15604,15605,15606,15607,15608,15609,15610,15611,21244,15612,15613,15614,15615,15616,15617,15618,15595,15596,15597,27982,27983,27985,27984,27986,18523,18519,18522,18521,27990,27989,27988,27987,548,513,27898,27773,27772,27771,27770,27769,6446,6447,6448,6449,6450,6451,6452,6453,6454,6455,6456,6457,6458,6459,6460,6461,6462,6463,6464,6465,1591,6466,6467,6468,6469,6470,6471,6472,6473,6474,6475,6476,6477,6478,6479,6480,6481,6482,6483,6484,6485,6486,461,27944,27945,27946,27947,989,21566,1606,5842,5843,5844,6428,6427,6426,6425,6424,6423,6422,6421,6420,6419,5821,5820,5819,5818,5817,5816,5815,5814,5813,5812,5811,5810,5809,5808,5807,5806,5805,215,7729,7728,7727,7726,404,7731,7730,6488,7732,5822,7733,7734,7735,7736,7737,7738,7739,7740,7741,229,5732,5733,5734,5735,5736,5737,5738,5739,2490,5777,5778,5779,5780,5781,5782,5783,5784,5785,5786,5787,5788,5789,5790,5791,22626,22627,22628,22629,31532,1247,22632,5795,5796,5797,5798,5760,30155,30156,30157,30158,30159,23662,23663,23661,23288,5740,5741,5742,5743,5744,5745,5746,5747,5748,5749,5750,5751,5752,5753,5754,5755,5756,5757,5758,5759,10736,10737,10738,22741,29421,31213,730,31212,31211,2423,2422,2421,2420,2419,2418,2417,2416,2415,2414,2413,2412,2411,16832,16833,16834,16835,16836,16837,16838,16839,16840,4280,16819,16820,16821,16822,16823,16824,16825,16826,16827,16828,16829,16830,16831,16761,16762,16763,16764,16765,16766,16767,16768,16769,16770,16771,16772,16773,16774,1
